id,code,display_line_1,display_line_2,display_line_3,REGIMEN_CODE_HX
|*Q63ST06,*Q63ST06,-,ทุก 6 ชั่วโมง วันละ 3 ครั้ง (6,12,-
|*Q6M,*Q6M,-,ทุก 6 เดือน,-,-
|*Q6ST00,*Q6ST00,-,1,day,-
|*Q6ST02,*Q6ST02,-,1,day,-
|*Q6ST04,*Q6ST04,-,1,day,-
|*Q6ST05,*Q6ST05,-,ทุก 6 ชั่วโมง (5,11,-
|*Q72,*Q72,-,ทุก 72 ชั่วโมง,-,-
|*Q8ST00,*Q8ST00,-,day,Q8 (0,-
|*Q8ST02,*Q8ST02,-,day,Q8 (2,-
|*Q8ST04,*Q8ST04,-,day,Q8 (4,-
|*Q8ST06,*Q8ST06,-,day,Q8 (6,-
|*RESO,*RESO,-,ใช้ผงยา___กรัม ละลายในน้ำ,-,-
|*S105A,*S105A,-,1 เม็ด เช้า ครึ่งเม็ด เย็น ก่อนอาหาร,-,-
|*S1P,*S1P,-,ครั้งแรกต่อไป 1 เม็ด หลังอาหารเช้า,-,-
|*S201A,*S201A,-,2 เม็ด เช้า 1 เม็ด เย็น ก่อนอาหาร,-,-
|*S201P,*S201P,-,2 เม็ด เช้า 1 เม็ด เย็น หลังอาหาร,-,-
|*S501A,*S501A,-,ครึ่งเม็ด เช้า 1 เม็ด เย็น ก่อนอาหาร,-,-
|*S501P,*S501P,-,ครึ่งเม็ด เช้า 1 เม็ด เย็น หลังอาหาร,-,-
|*SAP,*SAP,-,นำไปเบิก SAP,-,-
|*SCABTH,*SCABTH,-,ฉีดยาเข้าใต้ผิวหนังบริเวณหน้าขาหรือหน้าท้อง,-,-
|*SMGQH,*SMGQH,-,ช้าๆ ครั้งละ____MG ทุก___ชั่วโมง,-,-
|*STAT,*STAT,-,ทันที,-,-
|*SWI,*SWI,-,รับประทาน 45ซีซี(ครึ่งขวด)เวลา16.00น,รับประทาน 45ซีซี(อีกครึ่งขวด)เวลา20.00น,-
|*SYNFLO,*SYNFLO,-,นำไปให้แพทย์(for 6Wks-5Yrs),-,-
|*TD,*TD,-,นำไปให้แพทย์,-,-
|*TDI,*TDI,-,นำไปให้แพทย์ใส่,-,-
|*TRIP,*TRIP,-,ใช้เช็ดสะดือเด็ก,-,-
|*TTDX,*TTDX,-,วันละ_ครั้ง เป็นเวลา_วัน เริ่มวันที่_,-,-
|*U/DA,*U/DA,-,ครั้งละ___ยูนิต วันละ__ครั้ง,ก่อนอาหาร 15-30นาที,-
|*U1,*U1,-,____ยูนิต วันละ 1 ครั้ง,เวลา_____น. ฉีดวันที่_______________,-
|*UABD,*UABD,-,____ยูนิต เช้า____ยูนิต เย็น (ก่อนอาหาร),-,-
|*UB,*UB,-,____ ยูนิต เช้า,-,-
|*UBDA,*UBDA,-,____ยูนิต เช้า,____ยูนิต เย็น (ก่อนอาหาร),-
|*VICH,*VICH,-,ใช้1ขวดวันละ1ครั้งลงโคนผมที่เปียกหรือแห้ง,-,-
|*ZNP,*ZNP,-,ทาก้นหลังถ่ายอุจจาระ,-,-
|0.5*1C,0.5*1C,รับประทานครั้งละ 0.5 ซีซี,พร้อมอาหาร เช้า,-,O
|0.5*1P,0.5*1P,รับประทานครั้งละ 0.5 ซีซี,หลังอาหาร เช้า,-,O
|1.5*2P,1.5*2P,รับประทานครั้งละ 1.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|1*1A,1*1A,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร เช้า,-,O
|1*1H,1*1H,รับประทานครั้งละ 1 เม็ด,ก่อนนอน,-,O
|1*1P,1*1P,รับประทานครั้งละ 1 ซีซี,หลังอาหาร เช้า,-,O
|1*1P,1*1P,รับประทานครั้งละ 1 เม็ด,หลังอาหาร เช้า,-,O
|1*1PD,1*1PD,รับประทานครั้งละ 1 เม็ด,หลังอาหาร เย็น,-,O
|1*2P,1*2P, 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,-
|1*2P,1*2P,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|1*3P,1*3P,รับประทานครั้งละ 1 ช้อนชา,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
|1*3P,1*3P,รับประทานครั้งละ 1 ช้อนโต๊ะ,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
|1*Q4,1*Q4,ใช้กับเครื่องพ่นยา 1 หลอด,ทุก 4 ชั่วโมง,-,NB
|1/2*1A,1/2*1A,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนอาหาร เช้า,-,O
|1/2*1PAD,1/2*1PAD,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
|1/2*1PD,1/2*1PD,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,หลังอาหาร เย็น,-,O
|15*1W,15*1W,ฉีดใต้ผิวหนัง 15 มิลลิกรัม,สัปดาห์ละ 1 ครั้ง,-,SC
|150*DOC,150*DOC,ฉีดใต้ผิวหนัง 150 มิลลิกรัม,ตามแพทย์สั่ง,-,SC
|2.5*1P,2.5*1P,รับประทานครั้งละ 2.5 ซีซี,หลังอาหาร เช้า,-,O
|2.5*2P,2.5*2P,รับประทานครั้งละ 2.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|2.5*2P,2.5*2P,ละลายยา 2.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
|2*1P,2*1P,รับประทานครั้งละ 2 ซีซี,หลังอาหาร เช้า,-,O
|2*1PD,2*1PD,รับประทานครั้งละ 2 เม็ด,หลังอาหาร เย็น,-,O
|2*2P,2*2P,รับประทานครั้งละ 2 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|2*2P,2*2P,ละลายยา 2 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
|4*2P,4*2P,รับประทานครั้งละ 4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|4*2P,4*2P,ละลายยา 4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
|5*1P,5*1P,รับประทานครั้งละ 5 ซีซี,หลังอาหาร เช้า,-,O
|5*2P,5*2P,รับประทานครั้งละ 5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|5*2P,5*2P,ละลายยา 5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
|5*Q1W,5*Q1W,รับประทานครั้งละ 5 ซีซี,ทุก 1 สัปดาห์,-,O
|7*4P,7*4P,ละลายน้ำดื่มครั้งละ 7 ช้อนตวง,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,OP
|BBB*2,BBB*2,ทาบางๆ บริเวณที่เป็น  ,วันละ 2 ครั้ง,-,DC
|BBB*2,BBB*2,-,วันละ 2 ครั้ง,-,-
|BBB*DOC,BBB*DOC,-,ตามแพทย์สั่ง,-,-
|BBB*H,BBB*H,ทาบางๆ บริเวณที่เป็น  ,ก่อนนอน,-,DC
|BBB*PRN,BBB*PRN,ทาบางๆ บริเวณที่เป็น  ,-,-,DC
|CAST*2,CAST*2,-,วันละ 2 ครั้ง,-,-
|DEM*1H,DEM*1H, ทาผิวแห้ง ,ก่อนนอน,-,-
|DEM*2,DEM*2, ทาผิวแห้ง ,วันละ 2 ครั้ง,-,-
|DHA*PRN,DHA*PRN, ทามือ ,-,-,-
|DKON*PRN,DKON*PRN, ทาบริเวณก้น ,-,-,-
|DRA*H,DRA*H, ทาผื่น ,ก่อนนอน,-,-
|DRL*H,DRL*H, ทารอบเล็บ ,ก่อนนอน,-,-
|DSKN*2,DSKN*2, ทาผิว ,วันละ 2 ครั้ง,-,-
|DSKN*DOC,DSKN*DOC, ทาผิว ,ตามแพทย์สั่ง,-,-
|DSKN*H,DSKN*H, ทาผิว ,ก่อนนอน,-,-
|DSKN*PRN,DSKN*PRN, ทาผิว ,-,-,-
|NSS*2,NSS*2,-,วันละ 2 ครั้ง,-,-
|OSPED*3,OSPED*3,-,วันละ 3 ครั้ง,-,-
|WF*2,WF*2,-,วันละ 2 ครั้ง,-,-
|WF*DOC,WF*DOC,-,ตามแพทย์สั่ง,-,-
AF|*2,*2,ทาทั่วหน้า  ,วันละ 2 ครั้ง,-,AF
AF|*H*2,*H*2,ทาทั่วหน้า  ,วันละ 2 ครั้ง,-,AF
AF|*H*2,*H*2,ทาผื่นบางๆ  ,วันละ 2 ครั้ง,-,DP
AF|*H*B,*H*B,ทาทั่วหน้า  ,วันละ 1 ครั้ง เช้า,-,AF
AF|*H*B,*H*B,ทาบางๆ บริเวณที่เป็น  ,วันละ 1 ครั้ง เช้า,-,DC
AF|*H*H,*H*H,ทาทั่วหน้า  ,ก่อนนอน,-,AF
AF|DFA*1H,DFA*1H, ทาหน้า ,ก่อนนอน,-,-
AF|DFA*2,DFA*2, ทาหน้า ,วันละ 2 ครั้ง,-,-
AF|DFA*H,DFA*H, ทาหน้า ,ก่อนนอน,-,-
AF|DWF*PRN,DWF*PRN,ทาทั่วหน้า ทาหลังล้างหน้า ,-,-,AF
BE|1-2*1,1-2*1,หยอดตาทั้งสองข้าง ข้างละ 1 ถึง 2 หยด,วันละ 1 ครั้ง,-,BE
BE|1-2*1H,1-2*1H,หยอดตาทั้งสองข้าง ข้างละ 1 ถึง 2 หยด,ก่อนนอน,-,BE
BE|1-2*2,1-2*2,หยอดตาซ้าย ครั้งละ 1 ถึง 2 หยด,วันละ 2 ครั้ง,-,LE
BE|1-2*2,1-2*2,หยอดตาทั้งสองข้าง ข้างละ 1 ถึง 2 หยด,วันละ 2 ครั้ง,-,BE
BE|1-2*4,1-2*4,หยอดตาครั้งละ 1 ถึง 2 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,ED
BE|1-2*4,1-2*4,หยอดตาทั้งสองข้าง ข้างละ 1 ถึง 2 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,BE
BE|1-2*PRN,1-2*PRN,หยอดตาทั้งสองข้าง ข้างละ 1 ถึง 2 หยด,-,-,BE
BE|1*1,1*1,หยอดตาครั้งละ 1 หยด,วันละ 1 ครั้ง,-,ED
BE|1*1,1*1,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,วันละ 1 ครั้ง,-,BE
BE|1*1H,1*1H,หยอดตาครั้งละ 1 หยด,ก่อนนอน,-,ED
BE|1*1H,1*1H,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,ก่อนนอน,-,BE
BE|1*2,1*2,หยอดตาครั้งละ 1 หยด,วันละ 2 ครั้ง,-,ED
BE|1*2,1*2,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,วันละ 2 ครั้ง,-,BE
BE|1*2,1*2, 1 ,วันละ 2 ครั้ง,-,-
BE|1*3,1*3,หยอดตาซ้าย ครั้งละ 1 หยด,วันละ 3 ครั้ง,-,LE
BE|1*3,1*3,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,วันละ 3 ครั้ง,-,BE
BE|1*4,1*4,หยอดตาขวา ครั้งละ 1 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,RE
BE|1*4,1*4,หยอดตาครั้งละ 1 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,ED
BE|1*4,1*4,หยอดตาซ้าย ครั้งละ 1 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,LE
BE|1*4,1*4,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,BE
BE|1*B,1*B,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,วันละ 1 ครั้ง เช้า,-,BE
BE|1*H,1*H,หยอดตาครั้งละ 1 หยด,ก่อนนอน,-,ED
BE|1*H,1*H,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,ก่อนนอน,-,BE
BE|1*OD,1*OD,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,วันละ 1 ครั้ง,-,BE
BE|1*PRN,1*PRN,หยอดตาครั้งละ 1 หยด,-,-,ED
BE|1*PRN,1*PRN,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,-,-,BE
BE|1*Q2,1*Q2,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,ทุก 2 ชั่วโมง,-,BE
BE|1*Q3,1*Q3,หยอดตาครั้งละ 1 หยด,ทุก 3 ชั่วโมง,-,ED
BE|1*Q3,1*Q3,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,ทุก 3 ชั่วโมง,-,BE
BE|1*Q4,1*Q4,หยอดตาทั้งสองข้าง ข้างละ 1 หยด,ทุก 4 ชั่วโมง,-,BE
BE|1*Q6,1*Q6,หยอดตาครั้งละ 1 หยด,ทุก 6 ชั่วโมง,-,ED
BE|2*2,2*2,หยอดตาทั้งสองข้าง ข้างละ 2 หยด,วันละ 2 ครั้ง,-,BE
BE|2*4,2*4,หยอดตาขวา ครั้งละ 2 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,RE
BE|2*4,2*4,หยอดตาทั้งสองข้าง ข้างละ 2 หยด,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,BE
BE|2*H,2*H,หยอดตาครั้งละ 2 หยด,ก่อนนอน,-,ED
BE|2*H,2*H,หยอดตาทั้งสองข้าง ข้างละ 2 หยด,ก่อนนอน,-,BE
BE|3-5*3,3-5*3,หยอดตาทั้งสองข้าง ข้างละ 3-5 หยด,วันละ 3 ครั้ง,-,BE
BP|*H*H,*H*H,ป้ายตา  ,ก่อนนอน,-,EO
BP|*H*H,*H*H,ป้ายตาทั้งสองข้าง  ,ก่อนนอน,-,BP
CH|1*1H,1*1H,เคี้ยวแล้วกลืน 1 เม็ด,ก่อนนอน,-,CH
CH|1*2A,1*2A,เคี้ยวแล้วกลืน 1 เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,CH
CH|1*3A,1*3A,เคี้ยวแล้วกลืน 1 เม็ด,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,CH
CH|1*3P,1*3P,เคี้ยวแล้วกลืน 1 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,CH
CH|1*DOC,1*DOC,เคี้ยวแล้วกลืน 1 เม็ด,ตามแพทย์สั่ง,-,CH
CH|1*H,1*H,เคี้ยวแล้วกลืน 1 เม็ด,ก่อนนอน,-,CH
CH|1/2*3P,1/2*3P,เคี้ยวแล้วกลืน 1/2 (ครึ่ง) เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,CH
CH|1/2*4P,1/2*4P,เคี้ยวแล้วกลืน 1/2 (ครึ่ง) เม็ด,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,CH
CL|*1,*1,ทานิ้ว  ,วันละ 1 ครั้ง,-,DF
CL|*2,*2,ทานิ้ว  ,วันละ 2 ครั้ง,-,DF
D2|DNAOCC*H,DNAOCC*H, ทาเล็บแล้วพันทับ ,ก่อนนอน,-,-
DABC|*PRN,*PRN,ทาบางๆ บริเวณที่เป็น  ,-,-,DC
DABC|DABC*2,DABC*2, ทาแผล ,วันละ 2 ครั้ง,-,-
DABC|DABC*DOC,DABC*DOC,ทาบางๆ บริเวณที่เป็น ทาแผล ,ตามแพทย์สั่ง,-,DC
DABC|DLIP*DOC,DLIP*DOC, ทาริมฝีปาก ,ตามแพทย์สั่ง,-,-
DABC|DPA*2,DPA*2, ทาปาก ,วันละ 2 ครั้ง,-,-
DABC|DPA*DOC,DPA*DOC, ทาปาก ,ตามแพทย์สั่ง,-,-
DAC|DAC*2,DAC*2, ทาสิว ,วันละ 2 ครั้ง,-,-
DAC|DAC*H,DAC*H, ทาสิว ,ก่อนนอน,-,-
DAC|DACA*2,DACA*2, ทาสิวที่อักเสบ ,วันละ 2 ครั้ง,-,-
DBB|DBB*2,DBB*2, ทารอยดำ ,วันละ 2 ครั้ง,-,-
DBB|DBB*H,DBB*H,ทาบางๆ ที่หน้า ทารอยดำ ,ก่อนนอน,-,DN
DBB|DFA*B,DFA*B, ทาหน้า ,วันละ 1 ครั้ง เช้า,-,-
DBB|DFA*H,DFA*H, ทาหน้า ,ก่อนนอน,-,-
DC|*2,*2,ทาบางๆ บริเวณที่เป็น  ,วันละ 2 ครั้ง,-,DC
DC|*2,*2,ทาผื่นบางๆ  ,วันละ 2 ครั้ง,-,DP
DC|*3A,*3A,ทาแผลในปาก  ,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,PP
DC|*PRN,*PRN,ทาบางๆ บริเวณที่เป็น  ,-,-,DC
DC|2D*1,2D*1,ทาบางๆ บริเวณที่เป็น  ,วันละ 1 ครั้ง,-,DC
DC|2D*2,2D*2,ทาบางๆ บริเวณที่เป็น  ,วันละ 2 ครั้ง,-,DC
DC|2D*2,2D*2,ทาผื่นบางๆ  ,วันละ 2 ครั้ง,-,DP
DC|2D*2,2D*2,ทาแผล  ,วันละ 2 ครั้ง,-,DX
DC|2D*2,2D*2,-,วันละ 2 ครั้ง,-,-
DC|2D*2D,2D*2D,ทาผื่นบางๆ  ,วันละ 2 ครั้ง เช้าและเย็น,-,DP
DC|2D*3,2D*3,ทาแผล  ,วันละ 3 ครั้ง,-,DX
DC|2D*H,2D*H,ทาบางๆ ที่หน้า  ,ก่อนนอน,-,DN
DC|2D*H,2D*H,ทาบางๆ บริเวณที่เป็น  ,ก่อนนอน,-,DC
DC|2D*PRN,2D*PRN,ทาบางๆ บริเวณที่เป็น  ,-,-,DC
DC|2D*PRN,2D*PRN,ทาแผล  ,-,-,DX
DC|DA*2,DA*2, ทาบริเวณหน้าท้อง ,วันละ 2 ครั้ง,-,-
DC|DAA*2,DAA*2, ทาผื่นที่แขน ,วันละ 2 ครั้ง,-,-
DC|DAL*1,DAL*1,ทาบางๆ บริเวณที่เป็น  ,วันละ 1 ครั้ง,-,DC
DC|DAL*2,DAL*2,ทาผื่นบางๆ  ,วันละ 2 ครั้ง,-,DP
DC|DAL*2,DAL*2,-,วันละ 2 ครั้ง,-,-
DC|DB*2,DB*2, ทาตัว ,วันละ 2 ครั้ง,-,-
DC|DBAL*2,DBAL*2, ทาตามตัวแขนและขา ,วันละ 2 ครั้ง,-,-
DC|DBAL*2,DBAL*2,ทาบางๆ บริเวณที่เป็น ทาตามตัวแขนและขา ,วันละ 2 ครั้ง,-,DC
DC|DBAL*2,DBAL*2,ทาผื่นบางๆ ทาตามตัวแขนและขา ,วันละ 2 ครั้ง,-,DP
DC|DBAL*2,DBAL*2,ทาผื่นแดง ทาตามตัวแขนและขา ,วันละ 2 ครั้ง,-,DR
DC|DBB*2,DBB*2, ทารอยดำ ,วันละ 2 ครั้ง,-,-
DC|DBB*H,DBB*H, ทารอยดำ ,ก่อนนอน,-,-
DC|DBO*2,DBO*2, ทาตามตัว ,วันละ 2 ครั้ง,-,-
DC|DBT*2,DBT*2, ทาก้น ,วันละ 2 ครั้ง,-,-
DC|DD*2,DD*2, ทาผื่นที่… ,วันละ 2 ครั้ง,-,-
DC|DD*3,DD*3, ทาผื่นที่… ,วันละ 3 ครั้ง,-,-
DC|DD*DOC,DD*DOC, ทาผื่นที่… ,ตามแพทย์สั่ง,-,-
DC|DEL*2,DEL*2, ทาข้อศอก ,วันละ 2 ครั้ง,-,-
DC|DFA*1,DFA*1, ทาหน้า ,วันละ 1 ครั้ง,-,-
DC|DFA*1H,DFA*1H, ทาหน้า ,ก่อนนอน,-,-
DC|DFA*2,DFA*2, ทาหน้า ,วันละ 2 ครั้ง,-,-
DC|DFA*2,DFA*2,ทาบางๆ บริเวณที่เป็น ทาหน้า ,วันละ 2 ครั้ง,-,DC
DC|DFA*2,DFA*2,ทาผื่นแดง ทาหน้า ,วันละ 2 ครั้ง,-,DR
DC|DFA*H,DFA*H, ทาหน้า ,ก่อนนอน,-,-
DC|DFO*2,DFO*2, ทาเท้า ,วันละ 2 ครั้ง,-,-
DC|DH*2,DH*2, ทาศรีษะ ,วันละ 2 ครั้ง,-,-
DC|DHA*2,DHA*2, ทามือ ,วันละ 2 ครั้ง,-,-
DC|DHAFO*2,DHAFO*2, ทามือและเท้า ,วันละ 2 ครั้ง,-,-
DC|DHAFO*2,DHAFO*2,ทาผื่นบางๆ ทามือและเท้า ,วันละ 2 ครั้ง,-,DP
DC|DHH*2,DHH*2,-,วันละ 2 ครั้ง,-,-
DC|DIT*1,DIT*1, ทาผื่นคัน ,วันละ 1 ครั้ง,-,-
DC|DIT*2,DIT*2, ทาผื่นคัน ,วันละ 2 ครั้ง,-,-
DC|DIT*3,DIT*3, ทาผื่นคัน ,วันละ 3 ครั้ง,-,-
DC|DIT*DOC,DIT*DOC, ทาผื่นคัน ,ตามแพทย์สั่ง,-,-
DC|DIT*PRN,DIT*PRN, ทาผื่นคัน ,-,-,-
DC|DITT*2,DITT*2, ทาผื่นหนา ,วันละ 2 ครั้ง,-,-
DC|DK*2,DK*2, ทาแก้ม ,วันละ 2 ครั้ง,-,-
DC|DKON*2,DKON*2, ทาบริเวณก้น ,วันละ 2 ครั้ง,-,-
DC|DKON*PRN,DKON*PRN, ทาบริเวณก้น ,-,-,-
DC|DKP*2,DKP*2,ทาผื่นบางๆ  ,วันละ 2 ครั้ง,-,DP
DC|DKP*2,DKP*2,ทาผื่นแดง  ,วันละ 2 ครั้ง,-,DR
DC|DKP*2,DKP*2,-,วันละ 2 ครั้ง,-,-
DC|DKP*DOC,DKP*DOC,-,ตามแพทย์สั่ง,-,-
DC|DL*2,DL*2, (ทา…เล็บ) ,วันละ 2 ครั้ง,-,-
DC|DLA*2,DLA*2, ทาแขนและขา ,วันละ 2 ครั้ง,-,-
DC|DLA*2,DLA*2,ทาบางๆ บริเวณที่เป็น ทาแขนและขา ,วันละ 2 ครั้ง,-,DC
DC|DLN*2,DLN*2, ทาขาหนีบ ,วันละ 2 ครั้ง,-,-
DC|DLN*2,DLN*2,ทาบางๆ บริเวณที่เป็น ทาขาหนีบ ,วันละ 2 ครั้ง,-,DC
DC|DNA*2,DNA*2, ทาเล็บ ,วันละ 2 ครั้ง,-,-
DC|DNE*1,DNE*1, ทาคอ ,วันละ 1 ครั้ง,-,-
DC|DNE*2,DNE*2, ทาคอ ,วันละ 2 ครั้ง,-,-
DC|DNN*2,DNN*2, ทาตุ่มหนอง ,วันละ 2 ครั้ง,-,-
DC|DPA*2,DPA*2, ทาปาก ,วันละ 2 ครั้ง,-,-
DC|DPB*2,DPB*2, ทาผื่นบาง ,วันละ 2 ครั้ง,-,-
DC|DRA*2,DRA*2, ทาผื่น ,วันละ 2 ครั้ง,-,-
DC|DRA*2,DRA*2,ทาบางๆ บริเวณที่เป็น ทาผื่น ,วันละ 2 ครั้ง,-,DC
DC|DRA*3,DRA*3, ทาผื่น ,วันละ 3 ครั้ง,-,-
DC|DRA*DOC,DRA*DOC, ทาผื่น ,ตามแพทย์สั่ง,-,-
DC|DRA*H,DRA*H, ทาผื่น ,ก่อนนอน,-,-
DC|DRA*PRN,DRA*PRN, ทาผื่น ,-,-,-
DC|DRA*PRN,DRA*PRN,ทาบางๆ บริเวณที่เป็น ทาผื่น ,-,-,DC
DC|DRABO*2,DRABO*2, ทาผื่นตามตัว ,วันละ 2 ครั้ง,-,-
DC|DRAF*1,DRAF*1, ทาผื่นที่หน้า ,วันละ 1 ครั้ง,-,-
DC|DRAF*2,DRAF*2, ทาผื่นที่หน้า ,วันละ 2 ครั้ง,-,-
DC|DRAF*DOC,DRAF*DOC, ทาผื่นที่หน้า ,ตามแพทย์สั่ง,-,-
DC|DRAFF*2,DRAFF*2, ทาผื่นที่เท้า ,วันละ 2 ครั้ง,-,-
DC|DRAH*2,DRAH*2, ทาผื่นที่มือ ,วันละ 2 ครั้ง,-,-
DC|DRAL*2,DRAL*2, ทาผื่นที่ขา ,วันละ 2 ครั้ง,-,-
DC|DRN*2,DRN*2, ทาผื่นแดง ,วันละ 2 ครั้ง,-,-
DC|DRR*2,DRR*2, ทารักแร้ ,วันละ 2 ครั้ง,-,-
DC|DSC*2,DSC*2, ทาอวัยวะเพศ ,วันละ 2 ครั้ง,-,-
DC|DSC*DOC,DSC*DOC, ทาอวัยวะเพศ ,ตามแพทย์สั่ง,-,-
DC|DSKN*1,DSKN*1, ทาผิว ,วันละ 1 ครั้ง,-,-
DC|DSKN*2,DSKN*2, ทาผิว ,วันละ 2 ครั้ง,-,-
DC|DSKN*H,DSKN*H, ทาผิว ,ก่อนนอน,-,-
DC|DSON*H,DSON*H, ทาส้นเท้า ,ก่อนนอน,-,-
DC|DT*2,DT*2, ทาตุ่ม ,วันละ 2 ครั้ง,-,-
DC|DT*DOC,DT*DOC, ทาตุ่ม ,ตามแพทย์สั่ง,-,-
DC|DT*OD,DT*OD, ทาตุ่ม ,วันละ 1 ครั้ง,-,-
DC|DTUM*1,DTUM*1, ทาตุ่มคัน ,วันละ 1 ครั้ง,-,-
DC|DTUM*2,DTUM*2, ทาตุ่มคัน ,วันละ 2 ครั้ง,-,-
DC|DTUM*2,DTUM*2,ทาบางๆ บริเวณที่เป็น ทาตุ่มคัน ,วันละ 2 ครั้ง,-,DC
DC|DUT*2,DUT*2,-,วันละ 2 ครั้ง,-,-
DC|DUT*DOC,DUT*DOC,-,ตามแพทย์สั่ง,-,-
DC|DV*2,DV*2, ทารอยด่างขาว ,วันละ 2 ครั้ง,-,-
DC|DV*H,DV*H, ทารอยด่างขาว ,ก่อนนอน,-,-
DC|DYON*2,DYON*2, ทาผื่นยุงกัด ,วันละ 2 ครั้ง,-,-
DC|DYON*3,DYON*3, ทาผื่นยุงกัด ,วันละ 3 ครั้ง,-,-
DC|DYON*DOC,DYON*DOC, ทาผื่นยุงกัด ,ตามแพทย์สั่ง,-,-
DC|MAK*1,MAK*1,-,วันละ 1 ครั้ง,-,-
DC|MAK*3W,MAK*3W,-,สัปดาห์ละ 3 ครั้ง,-,-
DC|MAK*DOC,MAK*DOC,-,ตามแพทย์สั่ง,-,-
DC|prn*Q8,prn*Q8,ทาบางๆ บริเวณที่เป็น  ,ทุก 8 ชั่วโมง,-,DC
DEM|DAL*PRN,DAL*PRN,-,-,-,-
DEM|DCH*2,DCH*2, ทาหน้าอก ,วันละ 2 ครั้ง,-,-
DEM|DEM*2,DEM*2, ทาผิวแห้ง ,วันละ 2 ครั้ง,-,-
DEM|DEM*2,DEM*2,ทาบางๆ บริเวณที่เป็น ทาผิวแห้ง ,วันละ 2 ครั้ง,-,DC
DEM|DEM*PRN,DEM*PRN, ทาผิวแห้ง ,-,-,-
DEM|DEM*PRN,DEM*PRN,ทาบางๆ บริเวณที่เป็น ทาผิวแห้ง ,-,-,DC
DEM|DFFO*2,DFFO*2, ทาฝ่าเท้า ,วันละ 2 ครั้ง,-,-
DEM|DFO*2,DFO*2, ทาเท้า ,วันละ 2 ครั้ง,-,-
DEM|DHA*2,DHA*2, ทามือ ,วันละ 2 ครั้ง,-,-
DEM|DHAFO*2,DHAFO*2, ทามือและเท้า ,วันละ 2 ครั้ง,-,-
DEM|DHAFO*PRN,DHAFO*PRN, ทามือและเท้า ,-,-,-
DEM|DNA*H,DNA*H, ทาเล็บ ,ก่อนนอน,-,-
DEM|DRA*PRN,DRA*PRN, ทาผื่น ,-,-,-
DEM|DSKN*2,DSKN*2, ทาผิว ,วันละ 2 ครั้ง,-,-
